"Year","Block","Plot","FunctionalDiversity","GrassType","Species","PAV_Infection","fg_richness"
"2021",6,47,"GLF","C3","Lolium multiflorum",0,3
"2021",6,47,"GLF","C3","Lolium multiflorum",0,3
"2021",6,47,"GLF","C3","Lolium multiflorum",0,3
"2021",6,47,"GLF","C3","Lolium multiflorum",0,3
"2021",6,47,"GLF","C3","Secale cereale",0,3
"2021",6,47,"GLF","C3","Secale cereale",0,3
"2021",6,47,"GLF","C3","Secale cereale",0,3
"2021",6,47,"GLF","C3","Secale cereale",0,3
"2021",6,47,"GLF","C3","Secale cereale",0,3
"2021",6,47,"GLF","C3","Secale cereale",0,3
"2021",6,47,"GLF","C3","Secale cereale",0,3
"2021",6,47,"GLF","C3","Secale cereale",0,3
"2021",6,48,"GLF","C4","Echinochloa crusgalli",0,3
"2021",6,48,"GLF","C4","Echinochloa crusgalli",0,3
"2021",6,48,"GLF","C4","Echinochloa crusgalli",0,3
"2021",6,48,"GLF","C4","Echinochloa crusgalli",0,3
"2021",6,48,"GLF","C4","Echinochloa crusgalli",0,3
"2021",6,48,"GLF","C4","Echinochloa crusgalli",0,3
"2021",6,48,"GLF","C4","Echinochloa crusgalli",0,3
"2021",6,48,"GLF","C4","Echinochloa crusgalli",0,3
"2021",6,48,"GLF","C4","Echinochloa crusgalli",0,3
"2021",6,48,"GLF","C4","Echinochloa crusgalli",0,3
"2021",6,48,"GLF","C4","Panicum miliaceum",0,3
"2021",6,48,"GLF","C4","Panicum miliaceum",0,3
"2021",6,48,"GLF","C4","Panicum miliaceum",0,3
"2021",6,48,"GLF","C4","Panicum miliaceum",0,3
"2021",6,48,"GLF","C4","Panicum miliaceum",0,3
"2021",6,48,"GLF","C4","Panicum miliaceum",0,3
"2021",6,48,"GLF","C4","Panicum miliaceum",0,3
"2021",6,48,"GLF","C4","Panicum miliaceum",0,3
"2021",6,48,"GLF","C4","Panicum miliaceum",0,3
"2021",6,48,"GLF","C4","Panicum miliaceum",0,3
"2021",6,48,"GLF","C4","Setaria italica",0,3
"2021",6,48,"GLF","C4","Setaria italica",0,3
"2021",6,48,"GLF","C4","Setaria italica",0,3
"2021",6,48,"GLF","C4","Setaria italica",0,3
"2021",6,48,"GLF","C4","Setaria italica",0,3
"2021",6,48,"GLF","C4","Setaria italica",0,3
"2021",6,48,"GLF","C4","Setaria italica",0,3
"2021",6,48,"GLF","C4","Setaria italica",0,3
"2021",1,1,"GLF","C4","Echinochloa crusgalli",1,3
"2021",1,1,"GLF","C4","Panicum miliaceum",1,3
"2021",1,1,"GLF","C4","Setaria italica",1,3
"2021",1,2,"GL","C3","Secale cereale",1,2
"2021",1,2,"GL","C3","Secale cereale",1,2
"2021",1,2,"GL","C3","Secale cereale",1,2
"2021",1,3,"GLF","C3","Lolium multiflorum",1,3
"2021",1,3,"GLF","C3","Secale cereale",1,3
"2021",1,3,"GLF","C3","Secale cereale",1,3
"2021",1,3,"GLF","C3","Secale cereale",1,3
"2021",1,4,"G","C4","Panicum miliaceum",1,1
"2021",1,5,"GF","C4","Echinochloa crusgalli",1,2
"2021",1,5,"GF","C4","Setaria italica",1,2
"2021",1,5,"GF","C4","Setaria italica",1,2
"2021",1,6,"GF","C3","Secale cereale",1,2
"2021",1,7,"GL","C4","Echinochloa crusgalli",1,2
"2021",1,8,"G","C3","Secale cereale",1,1
"2021",1,8,"G","C3","Secale cereale",1,1
"2021",2,9,"GL","C3","Lolium multiflorum",1,2
"2021",2,9,"GL","C3","Lolium multiflorum",1,2
"2021",2,9,"GL","C3","Secale cereale",1,2
"2021",2,9,"GL","C3","Secale cereale",1,2
"2021",2,9,"GL","C3","Secale cereale",1,2
"2021",2,9,"GL","C3","Secale cereale",1,2
"2021",2,9,"GL","C3","Secale cereale",1,2
"2021",2,9,"GL","C3","Secale cereale",1,2
"2021",2,9,"GL","C3","Secale cereale",1,2
"2021",2,9,"GL","C3","Secale cereale",1,2
"2021",2,9,"GL","C3","Secale cereale",1,2
"2021",2,10,"GL","C4","Panicum miliaceum",1,2
"2021",2,10,"GL","C4","Panicum miliaceum",1,2
"2021",2,10,"GL","C4","Setaria italica",1,2
"2021",2,11,"GLF","C3","Lolium multiflorum",1,3
"2021",2,11,"GLF","C3","Lolium multiflorum",1,3
"2021",2,11,"GLF","C3","Secale cereale",1,3
"2021",2,12,"G","C4","Echinochloa crusgalli",1,1
"2021",2,12,"G","C4","Setaria italica",1,1
"2021",2,12,"G","C4","Setaria italica",1,1
"2021",2,13,"G","C3","Lolium multiflorum",1,1
"2021",2,13,"G","C3","Secale cereale",1,1
"2021",2,13,"G","C3","Secale cereale",1,1
"2021",2,13,"G","C3","Secale cereale",1,1
"2021",2,13,"G","C3","Secale cereale",1,1
"2021",2,14,"GF","C3","Lolium multiflorum",1,2
"2021",2,14,"GF","C3","Lolium multiflorum",1,2
"2021",2,14,"GF","C3","Secale cereale",1,2
"2021",2,14,"GF","C3","Secale cereale",1,2
"2021",2,14,"GF","C3","Secale cereale",1,2
"2021",2,14,"GF","C3","Secale cereale",1,2
"2021",2,15,"GF","C4","Setaria italica",1,2
"2021",2,16,"GLF","C4","Echinochloa crusgalli",1,3
"2021",2,16,"GLF","C4","Panicum miliaceum",1,3
"2021",2,16,"GLF","C4","Setaria italica",1,3
"2021",2,16,"GLF","C4","Setaria italica",1,3
"2021",3,17,"G","C4","Setaria italica",1,1
"2021",3,17,"G","C4","Setaria italica",1,1
"2021",3,17,"G","C4","Setaria italica",1,1
"2021",3,18,"GL","C4","Echinochloa crusgalli",1,2
"2021",3,19,"GL","C3","Lolium multiflorum",1,2
"2021",3,19,"GL","C3","Lolium multiflorum",1,2
"2021",3,19,"GL","C3","Lolium multiflorum",1,2
"2021",3,19,"GL","C3","Lolium multiflorum",1,2
"2021",3,19,"GL","C3","Lolium multiflorum",1,2
"2021",3,19,"GL","C3","Secale cereale",1,2
"2021",3,19,"GL","C3","Secale cereale",1,2
"2021",3,19,"GL","C3","Secale cereale",1,2
"2021",3,20,"GF","C3","Lolium multiflorum",1,2
"2021",3,20,"GF","C3","Lolium multiflorum",1,2
"2021",3,20,"GF","C3","Lolium multiflorum",1,2
"2021",3,21,"GF","C4","Echinochloa crusgalli",1,2
"2021",3,21,"GF","C4","Panicum miliaceum",1,2
"2021",3,21,"GF","C4","Panicum miliaceum",1,2
"2021",3,21,"GF","C4","Panicum miliaceum",1,2
"2021",3,21,"GF","C4","Setaria italica",1,2
"2021",3,21,"GF","C4","Setaria italica",1,2
"2021",3,21,"GF","C4","Setaria italica",1,2
"2021",3,22,"GLF","C3","Lolium multiflorum",1,3
"2021",3,22,"GLF","C3","Lolium multiflorum",1,3
"2021",3,22,"GLF","C3","Lolium multiflorum",1,3
"2021",3,22,"GLF","C3","Lolium multiflorum",1,3
"2021",3,22,"GLF","C3","Lolium multiflorum",1,3
"2021",3,22,"GLF","C3","Lolium multiflorum",1,3
"2021",3,22,"GLF","C3","Lolium multiflorum",1,3
"2021",3,22,"GLF","C3","Lolium multiflorum",1,3
"2021",3,23,"G","C3","Lolium multiflorum",1,1
"2021",3,23,"G","C3","Lolium multiflorum",1,1
"2021",3,23,"G","C3","Lolium multiflorum",1,1
"2021",3,23,"G","C3","Lolium multiflorum",1,1
"2021",3,23,"G","C3","Lolium multiflorum",1,1
"2021",3,23,"G","C3","Lolium multiflorum",1,1
"2021",3,23,"G","C3","Secale cereale",1,1
"2021",3,24,"GLF","C4","Echinochloa crusgalli",1,3
"2021",3,24,"GLF","C4","Panicum miliaceum",1,3
"2021",3,24,"GLF","C4","Panicum miliaceum",1,3
"2021",3,24,"GLF","C4","Panicum miliaceum",1,3
"2021",3,24,"GLF","C4","Panicum miliaceum",1,3
"2021",3,24,"GLF","C4","Panicum miliaceum",1,3
"2021",3,24,"GLF","C4","Panicum miliaceum",1,3
"2021",3,24,"GLF","C4","Panicum miliaceum",1,3
"2021",3,24,"GLF","C4","Setaria italica",1,3
"2021",3,24,"GLF","C4","Setaria italica",1,3
"2021",3,24,"GLF","C4","Setaria italica",1,3
"2021",3,24,"GLF","C4","Setaria italica",1,3
"2021",3,24,"GLF","C4","Setaria italica",1,3
"2021",3,24,"GLF","C4","Setaria italica",1,3
"2021",3,24,"GLF","C4","Setaria italica",1,3
"2021",4,25,"G","C3","Secale cereale",1,1
"2021",4,26,"GLF","C3","Lolium multiflorum",1,3
"2021",4,26,"GLF","C3","Secale cereale",1,3
"2021",4,26,"GLF","C3","Secale cereale",1,3
"2021",4,31,"GL","C4","Echinochloa crusgalli",1,2
"2021",4,32,"GLF","C4","Echinochloa crusgalli",1,3
"2021",5,33,"GF","C4","Echinochloa crusgalli",1,2
"2021",5,33,"GF","C4","Echinochloa crusgalli",1,2
"2021",5,33,"GF","C4","Panicum miliaceum",1,2
"2021",5,33,"GF","C4","Setaria italica",1,2
"2021",5,35,"G","C3","Lolium multiflorum",1,1
"2021",5,36,"GL","C3","Lolium multiflorum",1,2
"2021",5,36,"GL","C3","Secale cereale",1,2
"2021",5,37,"GLF","C4","Panicum miliaceum",1,3
"2021",5,38,"GL","C4","Echinochloa crusgalli",1,2
"2021",5,38,"GL","C4","Echinochloa crusgalli",1,2
"2021",5,38,"GL","C4","Echinochloa crusgalli",1,2
"2021",5,38,"GL","C4","Setaria italica",1,2
"2021",5,39,"GLF","C3","Lolium multiflorum",1,3
"2021",5,39,"GLF","C3","Lolium multiflorum",1,3
"2021",5,40,"GF","C3","Secale cereale",1,2
"2021",6,41,"GF","C4","Echinochloa crusgalli",1,2
"2021",6,41,"GF","C4","Echinochloa crusgalli",1,2
"2021",6,41,"GF","C4","Echinochloa crusgalli",1,2
"2021",6,41,"GF","C4","Echinochloa crusgalli",1,2
"2021",6,41,"GF","C4","Echinochloa crusgalli",1,2
"2021",6,41,"GF","C4","Echinochloa crusgalli",1,2
"2021",6,41,"GF","C4","Echinochloa crusgalli",1,2
"2021",6,41,"GF","C4","Echinochloa crusgalli",1,2
"2021",6,41,"GF","C4","Panicum miliaceum",1,2
"2021",6,41,"GF","C4","Panicum miliaceum",1,2
"2021",6,41,"GF","C4","Panicum miliaceum",1,2
"2021",6,41,"GF","C4","Setaria italica",1,2
"2021",6,41,"GF","C4","Setaria italica",1,2
"2021",6,41,"GF","C4","Setaria italica",1,2
"2021",6,42,"G","C4","Echinochloa crusgalli",1,1
"2021",6,42,"G","C4","Echinochloa crusgalli",1,1
"2021",6,42,"G","C4","Echinochloa crusgalli",1,1
"2021",6,42,"G","C4","Echinochloa crusgalli",1,1
"2021",6,42,"G","C4","Echinochloa crusgalli",1,1
"2021",6,42,"G","C4","Echinochloa crusgalli",1,1
"2021",6,42,"G","C4","Echinochloa crusgalli",1,1
"2021",6,42,"G","C4","Echinochloa crusgalli",1,1
"2021",6,42,"G","C4","Echinochloa crusgalli",1,1
"2021",6,42,"G","C4","Echinochloa crusgalli",1,1
"2021",6,42,"G","C4","Panicum miliaceum",1,1
"2021",6,43,"G","C3","Secale cereale",1,1
"2021",6,43,"G","C3","Secale cereale",1,1
"2021",6,43,"G","C3","Secale cereale",1,1
"2021",6,43,"G","C3","Secale cereale",1,1
"2021",6,45,"GL","C4","Echinochloa crusgalli",1,2
"2021",6,45,"GL","C4","Echinochloa crusgalli",1,2
"2021",6,45,"GL","C4","Echinochloa crusgalli",1,2
"2021",6,45,"GL","C4","Echinochloa crusgalli",1,2
"2021",6,45,"GL","C4","Echinochloa crusgalli",1,2
"2021",6,45,"GL","C4","Echinochloa crusgalli",1,2
"2021",6,45,"GL","C4","Echinochloa crusgalli",1,2
"2021",6,45,"GL","C4","Echinochloa crusgalli",1,2
"2021",6,46,"GL","C3","Secale cereale",1,2
"2021",6,47,"GLF","C3","Secale cereale",1,3
"2021",6,47,"GLF","C3","Secale cereale",1,3
"2021",6,48,"GLF","C4","Setaria italica",1,3
"2021",6,48,"GLF","C4","Setaria italica",1,3
"2021",5,36,"GL","C3","Secale cereale",NA,2
"2021",5,36,"GL","C3","Secale cereale",NA,2
"2022",1,1,"GLF","C4","Echinochloa crusgalli",0,3
"2022",1,1,"GLF","C4","Echinochloa crusgalli",0,3
"2022",1,1,"GLF","C4","Echinochloa crusgalli",0,3
"2022",1,1,"GLF","C4","Echinochloa crusgalli",0,3
"2022",1,1,"GLF","C4","Echinochloa crusgalli",0,3
"2022",1,1,"GLF","C4","Echinochloa crusgalli",0,3
"2022",1,1,"GLF","C4","Echinochloa crusgalli",1,3
"2022",1,1,"GLF","C4","Echinochloa crusgalli",0,3
"2022",1,1,"GLF","C4","Echinochloa crusgalli",0,3
"2022",1,1,"GLF","C4","Echinochloa crusgalli",0,3
"2022",1,1,"GLF","C4","Panicum miliaceum",0,3
"2022",1,1,"GLF","C4","Panicum miliaceum",0,3
"2022",1,1,"GLF","C4","Panicum miliaceum",0,3
"2022",1,1,"GLF","C4","Panicum miliaceum",0,3
"2022",1,1,"GLF","C4","Panicum miliaceum",0,3
"2022",1,1,"GLF","C4","Panicum miliaceum",0,3
"2022",1,1,"GLF","C4","Panicum miliaceum",0,3
"2022",1,1,"GLF","C4","Panicum miliaceum",0,3
"2022",1,1,"GLF","C4","Panicum miliaceum",0,3
"2022",1,1,"GLF","C4","Panicum miliaceum",0,3
"2022",1,1,"GLF","C4","Setaria italica",1,3
"2022",1,1,"GLF","C4","Setaria italica",1,3
"2022",1,1,"GLF","C4","Setaria italica",1,3
"2022",1,1,"GLF","C4","Setaria italica",0,3
"2022",1,1,"GLF","C4","Setaria italica",1,3
"2022",1,1,"GLF","C4","Setaria italica",0,3
"2022",1,1,"GLF","C4","Setaria italica",0,3
"2022",1,1,"GLF","C4","Setaria italica",0,3
"2022",1,1,"GLF","C4","Setaria italica",0,3
"2022",1,1,"GLF","C4","Setaria italica",1,3
"2022",1,2,"G","C4","Echinochloa crusgalli",0,1
"2022",1,2,"G","C4","Echinochloa crusgalli",0,1
"2022",1,2,"G","C4","Echinochloa crusgalli",0,1
"2022",1,2,"G","C4","Echinochloa crusgalli",0,1
"2022",1,2,"G","C4","Echinochloa crusgalli",0,1
"2022",1,2,"G","C4","Echinochloa crusgalli",0,1
"2022",1,2,"G","C4","Echinochloa crusgalli",0,1
"2022",1,2,"G","C4","Echinochloa crusgalli",1,1
"2022",1,2,"G","C4","Echinochloa crusgalli",0,1
"2022",1,2,"G","C4","Echinochloa crusgalli",0,1
"2022",1,2,"G","C4","Panicum miliaceum",0,1
"2022",1,2,"G","C4","Panicum miliaceum",0,1
"2022",1,2,"G","C4","Panicum miliaceum",0,1
"2022",1,2,"G","C4","Panicum miliaceum",0,1
"2022",1,2,"G","C4","Panicum miliaceum",0,1
"2022",1,2,"G","C4","Panicum miliaceum",0,1
"2022",1,2,"G","C4","Panicum miliaceum",0,1
"2022",1,2,"G","C4","Panicum miliaceum",0,1
"2022",1,2,"G","C4","Panicum miliaceum",0,1
"2022",1,2,"G","C4","Panicum miliaceum",0,1
"2022",1,2,"G","C4","Setaria italica",0,1
"2022",1,2,"G","C4","Setaria italica",0,1
"2022",1,2,"G","C4","Setaria italica",0,1
"2022",1,2,"G","C4","Setaria italica",0,1
"2022",1,2,"G","C4","Setaria italica",0,1
"2022",1,2,"G","C4","Setaria italica",0,1
"2022",1,2,"G","C4","Setaria italica",0,1
"2022",1,2,"G","C4","Setaria italica",1,1
"2022",1,2,"G","C4","Setaria italica",0,1
"2022",1,2,"G","C4","Setaria italica",0,1
"2022",1,3,"G","C3","Avena fatua",1,1
"2022",1,3,"G","C3","Avena fatua",1,1
"2022",1,3,"G","C3","Avena fatua",0,1
"2022",1,3,"G","C3","Avena fatua",1,1
"2022",1,3,"G","C3","Avena fatua",1,1
"2022",1,3,"G","C3","Avena fatua",1,1
"2022",1,3,"G","C3","Avena fatua",0,1
"2022",1,3,"G","C3","Avena fatua",NA,1
"2022",1,3,"G","C3","Avena fatua",NA,1
"2022",1,3,"G","C3","Avena fatua",NA,1
"2022",1,3,"G","C3","Lolium multiflorum",0,1
"2022",1,3,"G","C3","Lolium multiflorum",0,1
"2022",1,3,"G","C3","Lolium multiflorum",0,1
"2022",1,3,"G","C3","Lolium multiflorum",0,1
"2022",1,3,"G","C3","Lolium multiflorum",0,1
"2022",1,3,"G","C3","Lolium multiflorum",0,1
"2022",1,3,"G","C3","Lolium multiflorum",0,1
"2022",1,3,"G","C3","Lolium multiflorum",0,1
"2022",1,3,"G","C3","Lolium multiflorum",0,1
"2022",1,3,"G","C3","Lolium multiflorum",0,1
"2022",1,3,"G","C3","Secale cereale",1,1
"2022",1,3,"G","C3","Secale cereale",1,1
"2022",1,3,"G","C3","Secale cereale",1,1
"2022",1,3,"G","C3","Secale cereale",1,1
"2022",1,3,"G","C3","Secale cereale",1,1
"2022",1,3,"G","C3","Secale cereale",1,1
"2022",1,3,"G","C3","Secale cereale",1,1
"2022",1,3,"G","C3","Secale cereale",1,1
"2022",1,3,"G","C3","Secale cereale",0,1
"2022",1,3,"G","C3","Secale cereale",1,1
"2022",1,4,"GL","C4","Echinochloa crusgalli",0,2
"2022",1,4,"GL","C4","Echinochloa crusgalli",0,2
"2022",1,4,"GL","C4","Echinochloa crusgalli",0,2
"2022",1,4,"GL","C4","Echinochloa crusgalli",0,2
"2022",1,4,"GL","C4","Echinochloa crusgalli",0,2
"2022",1,4,"GL","C4","Echinochloa crusgalli",0,2
"2022",1,4,"GL","C4","Echinochloa crusgalli",0,2
"2022",1,4,"GL","C4","Echinochloa crusgalli",0,2
"2022",1,4,"GL","C4","Echinochloa crusgalli",0,2
"2022",1,4,"GL","C4","Echinochloa crusgalli",0,2
"2022",1,4,"GL","C4","Panicum miliaceum",1,2
"2022",1,4,"GL","C4","Panicum miliaceum",0,2
"2022",1,4,"GL","C4","Panicum miliaceum",0,2
"2022",1,4,"GL","C4","Panicum miliaceum",0,2
"2022",1,4,"GL","C4","Panicum miliaceum",0,2
"2022",1,4,"GL","C4","Panicum miliaceum",1,2
"2022",1,4,"GL","C4","Panicum miliaceum",0,2
"2022",1,4,"GL","C4","Panicum miliaceum",0,2
"2022",1,4,"GL","C4","Panicum miliaceum",0,2
"2022",1,4,"GL","C4","Panicum miliaceum",0,2
"2022",1,4,"GL","C4","Setaria italica",0,2
"2022",1,4,"GL","C4","Setaria italica",1,2
"2022",1,4,"GL","C4","Setaria italica",0,2
"2022",1,4,"GL","C4","Setaria italica",0,2
"2022",1,4,"GL","C4","Setaria italica",0,2
"2022",1,4,"GL","C4","Setaria italica",0,2
"2022",1,4,"GL","C4","Setaria italica",1,2
"2022",1,4,"GL","C4","Setaria italica",1,2
"2022",1,4,"GL","C4","Setaria italica",0,2
"2022",1,4,"GL","C4","Setaria italica",1,2
"2022",1,5,"GLF","C3","Avena fatua",0,3
"2022",1,5,"GLF","C3","Avena fatua",1,3
"2022",1,5,"GLF","C3","Avena fatua",1,3
"2022",1,5,"GLF","C3","Avena fatua",NA,3
"2022",1,5,"GLF","C3","Avena fatua",NA,3
"2022",1,5,"GLF","C3","Avena fatua",NA,3
"2022",1,5,"GLF","C3","Avena fatua",NA,3
"2022",1,5,"GLF","C3","Avena fatua",NA,3
"2022",1,5,"GLF","C3","Avena fatua",NA,3
"2022",1,5,"GLF","C3","Avena fatua",NA,3
"2022",1,5,"GLF","C3","Lolium multiflorum",0,3
"2022",1,5,"GLF","C3","Lolium multiflorum",0,3
"2022",1,5,"GLF","C3","Lolium multiflorum",0,3
"2022",1,5,"GLF","C3","Lolium multiflorum",0,3
"2022",1,5,"GLF","C3","Lolium multiflorum",0,3
"2022",1,5,"GLF","C3","Lolium multiflorum",0,3
"2022",1,5,"GLF","C3","Lolium multiflorum",0,3
"2022",1,5,"GLF","C3","Lolium multiflorum",0,3
"2022",1,5,"GLF","C3","Lolium multiflorum",0,3
"2022",1,5,"GLF","C3","Lolium multiflorum",0,3
"2022",1,5,"GLF","C3","Secale cereale",1,3
"2022",1,5,"GLF","C3","Secale cereale",1,3
"2022",1,5,"GLF","C3","Secale cereale",1,3
"2022",1,5,"GLF","C3","Secale cereale",1,3
"2022",1,5,"GLF","C3","Secale cereale",0,3
"2022",1,5,"GLF","C3","Secale cereale",0,3
"2022",1,5,"GLF","C3","Secale cereale",0,3
"2022",1,5,"GLF","C3","Secale cereale",1,3
"2022",1,5,"GLF","C3","Secale cereale",1,3
"2022",1,5,"GLF","C3","Secale cereale",0,3
"2022",1,6,"GL","C3","Avena fatua",NA,2
"2022",1,6,"GL","C3","Avena fatua",NA,2
"2022",1,6,"GL","C3","Avena fatua",NA,2
"2022",1,6,"GL","C3","Avena fatua",NA,2
"2022",1,6,"GL","C3","Avena fatua",NA,2
"2022",1,6,"GL","C3","Avena fatua",NA,2
"2022",1,6,"GL","C3","Avena fatua",NA,2
"2022",1,6,"GL","C3","Avena fatua",NA,2
"2022",1,6,"GL","C3","Avena fatua",NA,2
"2022",1,6,"GL","C3","Avena fatua",NA,2
"2022",1,6,"GL","C3","Lolium multiflorum",0,2
"2022",1,6,"GL","C3","Lolium multiflorum",0,2
"2022",1,6,"GL","C3","Lolium multiflorum",0,2
"2022",1,6,"GL","C3","Lolium multiflorum",0,2
"2022",1,6,"GL","C3","Lolium multiflorum",0,2
"2022",1,6,"GL","C3","Lolium multiflorum",0,2
"2022",1,6,"GL","C3","Lolium multiflorum",0,2
"2022",1,6,"GL","C3","Lolium multiflorum",0,2
"2022",1,6,"GL","C3","Lolium multiflorum",0,2
"2022",1,6,"GL","C3","Lolium multiflorum",0,2
"2022",1,6,"GL","C3","Secale cereale",0,2
"2022",1,6,"GL","C3","Secale cereale",1,2
"2022",1,6,"GL","C3","Secale cereale",1,2
"2022",1,6,"GL","C3","Secale cereale",1,2
"2022",1,6,"GL","C3","Secale cereale",1,2
"2022",1,6,"GL","C3","Secale cereale",1,2
"2022",1,6,"GL","C3","Secale cereale",1,2
"2022",1,6,"GL","C3","Secale cereale",1,2
"2022",1,6,"GL","C3","Secale cereale",0,2
"2022",1,6,"GL","C3","Secale cereale",1,2
"2022",1,7,"GF","C3","Avena fatua",1,2
"2022",1,7,"GF","C3","Avena fatua",0,2
"2022",1,7,"GF","C3","Avena fatua",0,2
"2022",1,7,"GF","C3","Avena fatua",1,2
"2022",1,7,"GF","C3","Avena fatua",0,2
"2022",1,7,"GF","C3","Avena fatua",0,2
"2022",1,7,"GF","C3","Avena fatua",1,2
"2022",1,7,"GF","C3","Avena fatua",0,2
"2022",1,7,"GF","C3","Avena fatua",0,2
"2022",1,7,"GF","C3","Avena fatua",0,2
"2022",1,7,"GF","C3","Lolium multiflorum",0,2
"2022",1,7,"GF","C3","Lolium multiflorum",0,2
"2022",1,7,"GF","C3","Lolium multiflorum",0,2
"2022",1,7,"GF","C3","Lolium multiflorum",0,2
"2022",1,7,"GF","C3","Lolium multiflorum",0,2
"2022",1,7,"GF","C3","Lolium multiflorum",0,2
"2022",1,7,"GF","C3","Lolium multiflorum",0,2
"2022",1,7,"GF","C3","Lolium multiflorum",0,2
"2022",1,7,"GF","C3","Lolium multiflorum",NA,2
"2022",1,7,"GF","C3","Lolium multiflorum",NA,2
"2022",1,7,"GF","C3","Secale cereale",1,2
"2022",1,7,"GF","C3","Secale cereale",1,2
"2022",1,7,"GF","C3","Secale cereale",1,2
"2022",1,7,"GF","C3","Secale cereale",1,2
"2022",1,7,"GF","C3","Secale cereale",0,2
"2022",1,7,"GF","C3","Secale cereale",0,2
"2022",1,7,"GF","C3","Secale cereale",1,2
"2022",1,7,"GF","C3","Secale cereale",0,2
"2022",1,7,"GF","C3","Secale cereale",NA,2
"2022",1,7,"GF","C3","Secale cereale",NA,2
"2022",1,8,"GF","C4","Echinochloa crusgalli",0,2
"2022",1,8,"GF","C4","Echinochloa crusgalli",0,2
"2022",1,8,"GF","C4","Echinochloa crusgalli",0,2
"2022",1,8,"GF","C4","Echinochloa crusgalli",0,2
"2022",1,8,"GF","C4","Echinochloa crusgalli",0,2
"2022",1,8,"GF","C4","Echinochloa crusgalli",0,2
"2022",1,8,"GF","C4","Echinochloa crusgalli",0,2
"2022",1,8,"GF","C4","Echinochloa crusgalli",0,2
"2022",1,8,"GF","C4","Echinochloa crusgalli",0,2
"2022",1,8,"GF","C4","Echinochloa crusgalli",0,2
"2022",1,8,"GF","C4","Panicum miliaceum",0,2
"2022",1,8,"GF","C4","Panicum miliaceum",0,2
"2022",1,8,"GF","C4","Panicum miliaceum",0,2
"2022",1,8,"GF","C4","Panicum miliaceum",0,2
"2022",1,8,"GF","C4","Panicum miliaceum",0,2
"2022",1,8,"GF","C4","Panicum miliaceum",0,2
"2022",1,8,"GF","C4","Panicum miliaceum",0,2
"2022",1,8,"GF","C4","Panicum miliaceum",0,2
"2022",1,8,"GF","C4","Panicum miliaceum",0,2
"2022",1,8,"GF","C4","Panicum miliaceum",0,2
"2022",1,8,"GF","C4","Setaria italica",0,2
"2022",1,8,"GF","C4","Setaria italica",0,2
"2022",1,8,"GF","C4","Setaria italica",0,2
"2022",1,8,"GF","C4","Setaria italica",1,2
"2022",1,8,"GF","C4","Setaria italica",0,2
"2022",1,8,"GF","C4","Setaria italica",0,2
"2022",1,8,"GF","C4","Setaria italica",0,2
"2022",1,8,"GF","C4","Setaria italica",0,2
"2022",1,8,"GF","C4","Setaria italica",0,2
"2022",1,8,"GF","C4","Setaria italica",0,2
"2022",2,9,"GL","C4","Echinochloa crusgalli",0,2
"2022",2,9,"GL","C4","Echinochloa crusgalli",0,2
"2022",2,9,"GL","C4","Echinochloa crusgalli",0,2
"2022",2,9,"GL","C4","Echinochloa crusgalli",0,2
"2022",2,9,"GL","C4","Echinochloa crusgalli",0,2
"2022",2,9,"GL","C4","Echinochloa crusgalli",0,2
"2022",2,9,"GL","C4","Echinochloa crusgalli",0,2
"2022",2,9,"GL","C4","Echinochloa crusgalli",0,2
"2022",2,9,"GL","C4","Echinochloa crusgalli",0,2
"2022",2,9,"GL","C4","Echinochloa crusgalli",0,2
"2022",2,9,"GL","C4","Panicum miliaceum",0,2
"2022",2,9,"GL","C4","Panicum miliaceum",0,2
"2022",2,9,"GL","C4","Panicum miliaceum",0,2
"2022",2,9,"GL","C4","Panicum miliaceum",0,2
"2022",2,9,"GL","C4","Panicum miliaceum",1,2
"2022",2,9,"GL","C4","Panicum miliaceum",0,2
"2022",2,9,"GL","C4","Panicum miliaceum",0,2
"2022",2,9,"GL","C4","Panicum miliaceum",0,2
"2022",2,9,"GL","C4","Panicum miliaceum",0,2
"2022",2,9,"GL","C4","Panicum miliaceum",1,2
"2022",2,9,"GL","C4","Setaria italica",0,2
"2022",2,9,"GL","C4","Setaria italica",0,2
"2022",2,9,"GL","C4","Setaria italica",0,2
"2022",2,9,"GL","C4","Setaria italica",0,2
"2022",2,9,"GL","C4","Setaria italica",0,2
"2022",2,9,"GL","C4","Setaria italica",0,2
"2022",2,9,"GL","C4","Setaria italica",0,2
"2022",2,9,"GL","C4","Setaria italica",0,2
"2022",2,9,"GL","C4","Setaria italica",0,2
"2022",2,9,"GL","C4","Setaria italica",0,2
"2022",2,10,"G","C3","Avena fatua",NA,1
"2022",2,10,"G","C3","Avena fatua",NA,1
"2022",2,10,"G","C3","Avena fatua",NA,1
"2022",2,10,"G","C3","Avena fatua",NA,1
"2022",2,10,"G","C3","Avena fatua",NA,1
"2022",2,10,"G","C3","Avena fatua",NA,1
"2022",2,10,"G","C3","Avena fatua",NA,1
"2022",2,10,"G","C3","Avena fatua",NA,1
"2022",2,10,"G","C3","Avena fatua",NA,1
"2022",2,10,"G","C3","Avena fatua",NA,1
"2022",2,10,"G","C3","Lolium multiflorum",0,1
"2022",2,10,"G","C3","Lolium multiflorum",1,1
"2022",2,10,"G","C3","Lolium multiflorum",0,1
"2022",2,10,"G","C3","Lolium multiflorum",0,1
